"Title","Media URL","Pinterest board","Thumbnail","Description","Link","Publish date","Keywords"
"032c — Berlin Culture, Fashion and the Magazine as a Production System — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/12ed2c4700049d7ee6db.jpg","vansmithlab.com","","A Berlin magazine, fashion brand, gallery, store and archive operating as one cultural production system. · VANSMITHLAB · AI illustration, 2026","https://vansmithlab.com/en/articles/032c-berlin-culture-fashion-magazine-as-production-system/","","fashion, media-publishing, art, graphic-design, design, visual culture, VANSMITHLAB"
"Givenchy: separates and the screen image — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/f7b74f0ff8f57af58c1b.jpg","vansmithlab.com","","The house that offered combinable pieces instead of a single silhouette and built its reputation through cinema. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/articles/givenchy/","","fashion-systems, image-grammar, design, visual culture, VANSMITHLAB"
"Glass — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/b436d5a8c14c62036f7b.jpg","vansmithlab.com","","Transparency, reflection and the architecture of light · VANSMITHLAB · AI illustration, 2026","https://vansmithlab.com/en/encyclopedia/glass-transparency-reflection-architecture-of-light/","","architecture, design, visual culture, VANSMITHLAB"
"Glenn Adamson — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/360c9d10c03580f8a599.jpg","vansmithlab.com","","Craft as a form of knowledge rather than a category of handmade objects. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/glossary/curators/glenn-adamson-material-intelligence/","","history-movements, materials, design, visual culture, VANSMITHLAB"
"Glenn Murcutt — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/5c3973b58693189aa628.jpg","vansmithlab.com","","Climate, light construction and the architecture of attentive presence · VANSMITHLAB · AI illustration, 2026","https://vansmithlab.com/en/glossary/architects/glenn-murcutt/","","architecture, architects, design, visual culture, VANSMITHLAB"
"Grace Coddington — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/8f7480910986f20e5775.jpg","vansmithlab.com","","Fashion editor, narrative image-making and the hidden authorship of the magazine image · VANSMITHLAB · AI reconstruction, 2026","https://vansmithlab.com/en/glossary/fashion-editors/grace-coddington-fashion-editor-narrative-image-making/","","fashion, photography, media-publishing, art, design, visual culture, VANSMITHLAB"
"Granite — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/851c052552f5d447577d.jpg","vansmithlab.com","","Stone: igneous mass, grain, polish, public interior and durable surface. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/encyclopedia/granite-mass-grain-polished-geology/","","materials, architecture, interior-design, product-design, fashion, photography, design, visual culture, VANSMITHLAB"
"Grilli Type — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/876b0c5f3a42b3febaa0.jpg","vansmithlab.com","","A type studio in Zurich since 2009. It reinterprets Swiss typographic tradition through contemporary families, screen use and expressive details inside rational systems. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/articles/grilli-type/","","graphic-design, media-publishing, design, visual culture, VANSMITHLAB"
"Gustafson Porter + Bowman — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/ddd4817d4109b1c2e86a.jpg","vansmithlab.com","","A landscape practice in London since 1997. It builds landscape through sculptural topography, water, planting and precise human movement. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/articles/gustafson-porter-bowman/","","architecture, design, visual culture, VANSMITHLAB"
"Hal Foster — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/79aa2f7765736c8aa9ac.jpg","vansmithlab.com","","A critique of the condition in which everything turns out to be designed, including the consumer. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/glossary/critics-theorists/hal-foster-critique-of-the-designed-world/","","history-movements, image-grammar, design, visual culture, VANSMITHLAB"
"Hans Hollein — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/a244cde9fbfdf11ec5cd.jpg","vansmithlab.com","","Media, the museum and the architecture of total design · VANSMITHLAB - AI illustration, 2026","https://vansmithlab.com/en/glossary/architects/hans-hollein/","","architecture, architects, design, visual culture, VANSMITHLAB"
"Hans Ulrich Obrist — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/7fbac53b34db77219396.jpg","vansmithlab.com","","Curating as the continuous production of connections, conversations, and archive rather than as the preparation of an individual exhibition. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/glossary/curators/hans-ulrich-obrist-curating-as-network/","","history-movements, media-publishing, design, visual culture, VANSMITHLAB"
"Harold Koda — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/bcc14bd2200d1b816568.jpg","vansmithlab.com","","Collection, Display and the Historical Responsibility of the Fashion Curator · VANSMITHLAB ? original AI editorial portrait, 2026","https://vansmithlab.com/en/glossary/curators/harold-koda-costume-curation-collection-display/","","fashion, art, media-publishing, design, visual culture, VANSMITHLAB"
"Harper’s Bazaar — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/56acfeab8b6bb293bc79.jpg","vansmithlab.com","","Fashion, modernism, and the magazine as an editorial laboratory · VANSMITHLAB · AI editorial illustration, 2026","https://vansmithlab.com/en/articles/harpers-bazaar-fashion-modernism-editorial-laboratory/","","media-publishing, fashion, photography, graphic-design, design, visual culture, VANSMITHLAB"
"Hassan Fathy — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/b24427f3262b4db7d547.jpg","vansmithlab.com","","Earth, climate and the architecture of human dignity · VANSMITHLAB - AI illustration, 2026","https://vansmithlab.com/en/glossary/architects/hassan-fathy/","","architecture, architects, materials-techniques, design, visual culture, VANSMITHLAB"
"Haute Couture — the Production System of High Fashion — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/8012be2109ec3a2033ac.jpg","vansmithlab.com","","Not a luxury style but a regulated ecosystem of ateliers, handwork, fittings, calendar and public presentation. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/encyclopedia/haute-couture-production-system-of-high-fashion/","","fashion-systems, design, visual culture, VANSMITHLAB"
"Helvetica: how a typeface became infrastructure — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/e92d7454c89544b3fa3c.jpg","vansmithlab.com","","The typeface’s power lies not in expression but in its ability to disappear inside navigation, identity, and interface. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/articles/helvetica-typeface-as-infrastructure/","","graphic-design, history-movements, design, visual culture, VANSMITHLAB"
"Herb Lubalin — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/50f3b54e2eee0a6da2de.jpg","vansmithlab.com","","Words as image, expressive typography and editorial risk · VANSMITHLAB · AI editorial illustration, 2026","https://vansmithlab.com/en/glossary/graphic-designers/herb-lubalin-words-as-image-expressive-typography-editorial-risk/","","graphic-design, media-publishing, art, design, visual culture, VANSMITHLAB"
"Herzog & de Meuron — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/a902f939ed1d692a6957.jpg","vansmithlab.com","","An architecture practice influential in contemporary form, space and urban thinking in Basel since 1978. It uses material, surface and construction as carriers of architectural image. · VANSMITHLAB · AI illustration, 2026","https://vansmithlab.com/en/articles/herzog-de-meuron/","","architecture, interior-design, architects, materials-techniques, design, visual culture, VANSMITHLAB"
"High-Tech — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/ac035f6ccef4ac0b3f42.jpg","vansmithlab.com","","Structure, engineering and the aesthetics of the technological envelope · VANSMITHLAB · AI illustration, 2026","https://vansmithlab.com/en/encyclopedia/high-tech-structure-engineering-technological-envelope/","","architecture, interior-design, product-design, graphic-design, photography, fashion, design, visual culture, VANSMITHLAB"
"Hiro — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/13379b2e4b3f285bdf41.jpg","vansmithlab.com","","Light, colour and surreal precision · VANSMITHLAB · AI illustration, 2026","https://vansmithlab.com/en/glossary/photographers/hiro-light-color-surreal-precision/","","photography, fashion, media-publishing, product-design, graphic-design, design, visual culture, VANSMITHLAB"
"History of Design — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/51da78d2a5c825d6507e.jpg","vansmithlab.com","","From ancient craft and the Roman Empire to design schools, the Industrial Revolution and digital systems · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/analysis/history-of-design-from-ancient-craft-to-digital-systems/","","architecture, fashion, art, photography, graphic-design, product-design, interior-design, media-publishing, design, visual culture, VANSMITHLAB"
"History of the Christian Dior fashion house — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/d2ff6a6b77971253a5af.jpg","vansmithlab.com","","How ten years of work by one couturier turned into a global system of luxury that has survived changing eras, designers and ideas about femininity · VANSMITHLAB · AI illustration, 2026","https://vansmithlab.com/en/articles/christian-dior-istoriya-modnogo-doma/","","fashion, design, visual culture, VANSMITHLAB"
"History of the Gucci fashion house — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/2093356fedecf53d28c5.jpg","vansmithlab.com","","How a Florentine workshop transformed travel goods, equestrian hardware and a family name into a global language of luxury—and why the house continually reinvents itself while preserving recognisable codes · VANSMITHLAB · AI illustration, 2026","https://vansmithlab.com/en/articles/istoriya-modnogo-doma-gucci/","","fashion, design, visual culture, VANSMITHLAB"
"How a chair explains the twentieth century — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/0086d6f7408e3e4f0b7e.jpg","vansmithlab.com","","The chair as a laboratory of body, material, ideology, and production: one object on which every technology of the century was tested. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/collections/stul-obyasnyaet-dvadtsatyy-vek/","","industrial-design, materials, design, visual culture, VANSMITHLAB"
"How an industrial material becomes a symbol of luxury — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/deeef657aca8fe7ea296.jpg","vansmithlab.com","","Luxury is produced not by rare raw material but by moving a cheap technology into a precise cultural context. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/analysis/how-industrial-material-becomes-a-symbol-of-luxury/","","materials, fashion-systems, design, visual culture, VANSMITHLAB"
"How background becomes a co-author of photography — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/17758e2c667a560f398e.jpg","vansmithlab.com","","Background is not “behind.” It assigns period, value, temperature and truth. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/analysis/how-background-becomes-coauthor-of-photography/","","image-grammar, fashion-systems, design, visual culture, VANSMITHLAB"
"How clothing behaves inside a photograph — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/b757378e3b674d6b7d65.jpg","vansmithlab.com","","On a hanger, clothing is form. In a photograph, it becomes gesture, reflection, fold and character. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/analysis/how-clothing-behaves-in-the-frame/","","image-grammar, fashion-systems, design, visual culture, VANSMITHLAB"
"How color changes photography more than plot — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/4b0b7e3fa2a898182329.jpg","vansmithlab.com","","The same frame can become a memory, a shop window, a hospital corridor or an expensive dream. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/analysis/how-color-changes-photography-more-than-plot/","","image-grammar, fashion-systems, design, visual culture, VANSMITHLAB"
"How logistics changes the form of an object — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/c0e7d5027dbb9f6791f0.jpg","vansmithlab.com","","Packaging, stacking, weight, and delivery route design an object no less than its author does. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/analysis/how-logistics-changes-the-form-of-an-object/","","industrial-design, materials, design, visual culture, VANSMITHLAB"
"How photography turns an ordinary place into a scene — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/31be2c59a67eda0f353f.jpg","vansmithlab.com","","A room becomes an image when the photographer sees light, lines and pause before furniture. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/analysis/how-photography-turns-an-ordinary-place-into-a-scene/","","image-grammar, fashion-systems, design, visual culture, VANSMITHLAB"
"How religion influenced the world of fashion — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/306f7b94741920d6b6f1.jpg","vansmithlab.com","","Modesty, ritual, craft and symbol: how religious systems shaped the language of dress · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/analysis/kak-religiya-povliyala-na-mir-mody/","","fashion, design, visual culture, VANSMITHLAB"
"i-D — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/ba7fb21662f2b57b87d1.jpg","vansmithlab.com","","Street style, identity and the magazine as a visual language · VANSMITHLAB · AI illustration, 2026","https://vansmithlab.com/en/articles/i-d-street-style-identity-magazine-visual-language/","","graphic-design, fashion, photography, media-publishing, design, visual culture, VANSMITHLAB"
"I. M. Pei — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/501b0b20418b2299ccc9.jpg","vansmithlab.com","","Geometry, institutions and the architecture of cultural synthesis · VANSMITHLAB · AI illustration, 2026","https://vansmithlab.com/en/glossary/architects/im-pei/","","architecture, architects, design, visual culture, VANSMITHLAB"
"ICONOCLAST — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/3edabb1ff2d17b05946a.jpg","vansmithlab.com","","A company in Paris since 2012. It develops directing practices across advertising, music video, film, television and print without drawing a rigid boundary between commercial and authored forms. · VANSMITHLAB · AI illustration, 2026","https://vansmithlab.com/en/articles/iconoclast/","","fashion, photography, media-publishing, design, visual culture, VANSMITHLAB"
"IDEO — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/658025164983c82bbcc9.jpg","vansmithlab.com","","An industrial and product design studio in Palo Alto since 1991. It begins with observation of human behaviour, rapid prototyping and hypothesis testing. · VANSMITHLAB · AI illustration, 2026","https://vansmithlab.com/en/articles/ideo/","","product-design, design, visual culture, VANSMITHLAB"
"IKEA: flat pack as a cultural and logistical system — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/1400fc31cf719db5e597.jpg","vansmithlab.com","","Flat packing changed not delivery but the form of the object, the role of the customer, price, and the idea of home. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/articles/ikea-flat-pack-as-cultural-and-logistical-system/","","industrial-design, space-typologies, design, visual culture, VANSMITHLAB"
"Image-Making — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/09ccfb97568db66b38ca.jpg","vansmithlab.com","","Photographic processes, authors and editorial environments that shaped the language of the image in fashion and fine-art photography. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/collections/sozdanie-obraza/","","photography, editorial-design, fashion, design, visual culture, VANSMITHLAB"
"Industrial Facility — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/2cf4834e0f0e8f72b128.jpg","vansmithlab.com","","An industrial and product design studio in London since 2002. It starts from utility and long-term use. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/articles/industrial-facility/","","product-design, design, visual culture, VANSMITHLAB"
"Interview — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/835f48755a71cafee7b1.jpg","vansmithlab.com","","Conversation, celebrity and the magazine as a social network · VANSMITHLAB · AI editorial illustration, 2026","https://vansmithlab.com/en/articles/interview-conversation-celebrity-magazine-as-social-network/","","media-publishing, fashion, photography, art, design, visual culture, VANSMITHLAB"
"Inventory Press — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/a8b0ed425e5de808ce3b.jpg","vansmithlab.com","","An independent publisher or editorial studio in Los Angeles since 2015. It publishes books on art, architecture, design and music. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/articles/inventory-press/","","media-publishing, graphic-design, photography, art, architecture, design, visual culture, VANSMITHLAB"
"Italy: object, interior, radical design — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/681f5ad774167f638cf7.jpg","vansmithlab.com","","Italy as a laboratory where industry, craft, and the anti-functional gesture argue inside a single object. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/collections/italiya-predmet-interyer-radikalnyy-dizayn/","","industrial-design, history-movements, design, visual culture, VANSMITHLAB"
"Jacquard — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/5a60917b2b041862d3ad.jpg","vansmithlab.com","","Fabric as a complex image system · VANSMITHLAB · AI illustration, 2026","https://vansmithlab.com/en/encyclopedia/jacquard/","","fashion, design, visual culture, VANSMITHLAB"
"James Stirling — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/3800816108db1853287a.jpg","vansmithlab.com","","Fragment, route and the architecture of revisionary modernism · VANSMITHLAB · AI illustration, 2026","https://vansmithlab.com/en/glossary/architects/james-stirling/","","architecture, architects, design, visual culture, VANSMITHLAB"
"Japan: from Metabolism to teamLab — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/c32494ab249b43d9ca4a.jpg","vansmithlab.com","","Japanese visual culture between megastructure, emptiness, media, and bodily experience. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/collections/yaponiya-ot-metabolizma-do-teamlab/","","architecture, materials, design, visual culture, VANSMITHLAB"
"Jasper Morrison — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/a595167eca5074ef5724.jpg","vansmithlab.com","","Refusing expressiveness as a deliberate professional position rather than as modesty. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/glossary/industrial-designers/jasper-morrison-the-ordinary-as-position/","","industrial-design, materials, design, visual culture, VANSMITHLAB"
"Jean Nouvel — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/97459ade16c386dfae2c.jpg","vansmithlab.com","","Context, light and architecture as a unique scenario of place · VANSMITHLAB · AI illustration, 2026","https://vansmithlab.com/en/glossary/architects/jean-nouvel/","","architecture, architects, design, visual culture, VANSMITHLAB"
"Jean Prouvé — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/d8dd039325bba0cf738a.jpg","vansmithlab.com","","Structure, Factory and the Constructeur as a Method of Industrial Design · VANSMITHLAB ? original AI editorial portrait, 2026","https://vansmithlab.com/en/glossary/industrial-designers/jean-prouve-structure-industry-constructeur/","","product-design, architecture, interior-design, design, visual culture, VANSMITHLAB"
"Jean-Michel Basquiat — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/179ce6415034ebd95774.jpg","vansmithlab.com","","Language, race and the production of artistic value · VANSMITHLAB · AI illustration, 2026","https://vansmithlab.com/en/glossary/artists/jean-michel-basquiat/","","art, design, visual culture, VANSMITHLAB"
"Joe McKenna — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/ea70235e2d813fb7c6dc.jpg","vansmithlab.com","","Editing, Precision and the Stylist as Architect of the Fashion Image · VANSMITHLAB ? original AI editorial portrait, 2026","https://vansmithlab.com/en/glossary/stylists/joe-mckenna-styling-editing-fashion-image/","","fashion, photography, media-publishing, design, visual culture, VANSMITHLAB"
"John Berger — EN | VANSMITHLAB","https://vansmithlab.com/images/glossary/critics-theorists/john-berger-ways-of-seeing-art-politics-portrait-ai-v1-card-v2.jpg","vansmithlab.com","","Art, Power and the Politics of Looking · VANSMITHLAB ? original AI editorial portrait, 2026","https://vansmithlab.com/en/glossary/critics-theorists/john-berger-ways-of-seeing-art-politics/","","art, media-publishing, photography, design, visual culture, VANSMITHLAB"
"John Galliano — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/5772ff65c104a9e7b7c0.jpg","vansmithlab.com","","Historic costume, theatrical storytelling and fashion as a total staging · VANSMITHLAB · AI illustration, 2026","https://vansmithlab.com/en/glossary/designers/john-galliano/","","fashion, design, visual culture, VANSMITHLAB"
"Jony Ive — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/4f09644324a0437b3f62.jpg","vansmithlab.com","","A product enclosure as an entire company’s statement about how it is organised. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/en/glossary/industrial-designers/jony-ive-enclosure-as-company-language/","","industrial-design, technology, design, visual culture, VANSMITHLAB"
"Josef Müller-Brockmann — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/17d34c466314ed7e336d.jpg","vansmithlab.com","","Grid, rhythm and objective communication · VANSMITHLAB · AI editorial illustration, 2026","https://vansmithlab.com/en/glossary/graphic-designers/josef-muller-brockmann-grid-rhythm-objective-communication/","","graphic-design, media-publishing, art, design, visual culture, VANSMITHLAB"
"Joseph Beuys — EN | VANSMITHLAB","https://vansmithlab.com/images/pinterest/5a95d6e6bbad157dd65d.jpg","vansmithlab.com","","Social sculpture, myth and the politics of artistic action · VANSMITHLAB · AI illustration, 2026","https://vansmithlab.com/en/glossary/artists/joseph-beuys/","","art, design, visual culture, VANSMITHLAB"
