"Title","Media URL","Pinterest board","Thumbnail","Description","Link","Publish date","Keywords"
"Застёжка-молния — технология, изменившая одежду — RU | VANSMITHLAB","https://vansmithlab.com/images/pinterest/a67991bda2d4051aad8e.jpg","vansmithlab.com","","Два ряда элементов, бегунок и промышленная точность как маленькая машина внутри вещи. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/ru/encyclopedia/zipper-technology-that-changed-clothing/","","fashion-systems, design, visual culture, VANSMITHLAB"
"Заха Хадид — RU | VANSMITHLAB","https://vansmithlab.com/images/pinterest/e3e788f7381a9c16710e.jpg","vansmithlab.com","","Архитектура движения, напряжения и освобожденной геометрии · VANSMITHLAB · оригинальная AI-иллюстрация, 2026","https://vansmithlab.com/ru/glossary/architects/zaha-hadid/","","architecture, architects, design, visual culture, VANSMITHLAB"
"Захват движения — RU | VANSMITHLAB","https://vansmithlab.com/images/pinterest/c0dd6600674d0d77ec9b.jpg","vansmithlab.com","","Движение отделяется от тела и становится переносимыми данными, которые можно править, хранить и надеть на другую фигуру. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/ru/encyclopedia/motion-capture/","","technology, image-grammar, design, visual culture, VANSMITHLAB"
"Зои Райан — RU | VANSMITHLAB","https://vansmithlab.com/images/pinterest/0600f5eadf50501e4068.jpg","vansmithlab.com","","Кураторство архитектуры и дизайна как программная работа институции, а не как серия отдельных выставок. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/ru/glossary/curators/zoe-ryan-curating-design-in-the-institution/","","space-typologies, history-movements, design, visual culture, VANSMITHLAB"
"И. М. Пей — RU | VANSMITHLAB","https://vansmithlab.com/images/pinterest/501b0b20418b2299ccc9.jpg","vansmithlab.com","","Геометрия, институции и архитектура культурного синтеза · VANSMITHLAB · оригинальная AI-иллюстрация, 2026","https://vansmithlab.com/ru/glossary/architects/im-pei/","","architecture, architects, design, visual culture, VANSMITHLAB"
"Ив Сен-Лоран — RU | VANSMITHLAB","https://vansmithlab.com/images/pinterest/14757f91930851cd5ed1.jpg","vansmithlab.com","","Мода, искусство и женский смокинг: как дизайнер превратил мужской гардероб, живопись, улицу и ready-to-wear в новый язык современной женщины · VANSMITHLAB · оригинальная AI-иллюстрация, 2026","https://vansmithlab.com/ru/glossary/designers/yves-saint-laurent/","","fashion, design, visual culture, VANSMITHLAB"
"Известняк — RU | VANSMITHLAB","https://vansmithlab.com/images/pinterest/a0d38c8faf42102a86fc.jpg","vansmithlab.com","","Камень: осадочная мягкость, пористость, фасад, скульптура и благородное старение. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/ru/encyclopedia/limestone-soft-mass-porous-architecture/","","materials, architecture, interior-design, product-design, fashion, photography, design, visual culture, VANSMITHLAB"
"Изображение без камеры — RU | VANSMITHLAB","https://vansmithlab.com/images/pinterest/80193cb45290e70cf410.jpg","vansmithlab.com","","Как изображение отделилось от оптического свидетельства и стало спроектированной сценой. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/ru/collections/izobrazhenie-bez-kamery/","","image-grammar, media-publishing, design, visual culture, VANSMITHLAB"
"Искусства и ремёсла — RU | VANSMITHLAB","https://vansmithlab.com/images/pinterest/fd8f92dd4ead4c83393e.jpg","vansmithlab.com","","Ремесло, труд и красота повседневной вещи · VANSMITHLAB · оригинальная AI-иллюстрация, 2026","https://vansmithlab.com/ru/encyclopedia/arts-and-crafts-craft-labour-everyday-beauty/","","art, architecture, product-design, interior-design, graphic-design, fashion, photography, media-publishing, design, visual culture, VANSMITHLAB"
"История дизайна — RU | VANSMITHLAB","https://vansmithlab.com/images/pinterest/51da78d2a5c825d6507e.jpg","vansmithlab.com","","От античного ремесла и Римской империи до школ дизайна, промышленной революции и цифровых систем · VANSMITHLAB · оригинальная AI-иллюстрация, 2026","https://vansmithlab.com/ru/analysis/history-of-design-from-ancient-craft-to-digital-systems/","","architecture, fashion, art, photography, graphic-design, product-design, interior-design, media-publishing, design, visual culture, VANSMITHLAB"
"История модного дома Balenciaga — RU | VANSMITHLAB","https://vansmithlab.com/images/pinterest/a8aa54ce2b4d53dc22c7.jpg","vansmithlab.com","","Как баскский портной превратил ткань в архитектуру, а закрытый couture-дом — после перезапуска, цифровой революции и смены творческих эпох — стал одной из самых влиятельных марок современности · VANSMITHLAB · AI-иллюстрация, 2026","https://vansmithlab.com/ru/articles/istoriya-modnogo-doma-balenciaga/","","fashion, design, visual culture, VANSMITHLAB"
"История модного дома Christian Dior — RU | VANSMITHLAB","https://vansmithlab.com/images/pinterest/d2ff6a6b77971253a5af.jpg","vansmithlab.com","","Как десять лет работы одного кутюрье превратились в глобальную систему роскоши, пережившую смену эпох, дизайнеров и представлений о женственности · VANSMITHLAB · AI-иллюстрация, 2026","https://vansmithlab.com/ru/articles/christian-dior-istoriya-modnogo-doma/","","fashion, design, visual culture, VANSMITHLAB"
"История модного дома Giorgio Armani — RU | VANSMITHLAB","https://vansmithlab.com/images/pinterest/db36ce309b1a9405c0a7.jpg","vansmithlab.com","","Как мягкий пиджак, нейтральная палитра, кино и независимая модель управления создали один из самых последовательных языков современной итальянской моды · VANSMITHLAB · AI-иллюстрация, 2026","https://vansmithlab.com/ru/articles/istoriya-modnogo-doma-giorgio-armani/","","fashion, design, visual culture, VANSMITHLAB"
"История модного дома Gucci — RU | VANSMITHLAB","https://vansmithlab.com/images/pinterest/2093356fedecf53d28c5.jpg","vansmithlab.com","","Как флорентийская мастерская превратила дорожные изделия, конную фурнитуру и семейное имя в глобальный язык роскоши — и почему дом постоянно меняет себя, сохраняя узнаваемые коды · VANSMITHLAB · AI-иллюстрация, 2026","https://vansmithlab.com/ru/articles/istoriya-modnogo-doma-gucci/","","fashion, design, visual culture, VANSMITHLAB"
"История модного дома Hermès — RU | VANSMITHLAB","https://vansmithlab.com/images/pinterest/49743ba8dd61b4e3bb09.jpg","vansmithlab.com","","Как парижская мастерская конской упряжи превратила функцию, материал, ручной навык и контроль времени в одну из самых устойчивых систем современной роскоши · VANSMITHLAB · AI-иллюстрация, 2026","https://vansmithlab.com/ru/articles/istoriya-modnogo-doma-hermes/","","fashion, design, visual culture, VANSMITHLAB"
"История модного дома Louis Vuitton — RU | VANSMITHLAB","https://vansmithlab.com/images/pinterest/85e58dbd1bb95ea694b3.jpg","vansmithlab.com","","Как мастерская дорожных сундуков превратилась в глобальный дом моды, искусства, дизайна и культурного влияния · VANSMITHLAB · AI-иллюстрация, 2026","https://vansmithlab.com/ru/articles/louis-vuitton-istoriya-modnogo-doma/","","fashion, design, visual culture, VANSMITHLAB"
"История модного дома Saint Laurent — RU | VANSMITHLAB","https://vansmithlab.com/images/pinterest/79f59619d15a52b5c572.jpg","vansmithlab.com","","Как Ив Сен-Лоран и Пьер Берже превратили язык мужского гардероба, искусства, улицы и кино в новую модель современной моды — и как дом продолжил существование после ухода своего основателя · VANSMITHLAB · AI-иллюстрация, 2026","https://vansmithlab.com/ru/articles/istoriya-modnogo-doma-saint-laurent/","","fashion, design, visual culture, VANSMITHLAB"
"История модного дома Versace — RU | VANSMITHLAB","https://vansmithlab.com/images/pinterest/ac06faa5ea878daf229b.jpg","vansmithlab.com","","Как античная символика, металлическая ткань, культ тела, супермодели и поп-культура превратили семейный миланский дом в глобальный язык максимализма · VANSMITHLAB · AI-иллюстрация, 2026","https://vansmithlab.com/ru/articles/istoriya-modnogo-doma-versace/","","fashion, design, visual culture, VANSMITHLAB"
"Италия: предмет, интерьер, радикальный дизайн — RU | VANSMITHLAB","https://vansmithlab.com/images/pinterest/681f5ad774167f638cf7.jpg","vansmithlab.com","","Италия как лаборатория, где промышленность, ремесло и антифункциональный жест спорят внутри одного предмета. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/ru/collections/italiya-predmet-interyer-radikalnyy-dizayn/","","industrial-design, history-movements, design, visual culture, VANSMITHLAB"
"Йозеф Бойс — RU | VANSMITHLAB","https://vansmithlab.com/images/pinterest/5a95d6e6bbad157dd65d.jpg","vansmithlab.com","","Социальная скульптура, миф и политика художественного действия · VANSMITHLAB · оригинальная AI-иллюстрация, 2026","https://vansmithlab.com/ru/glossary/artists/joseph-beuys/","","art, design, visual culture, VANSMITHLAB"
"Йозеф Мюллер-Брокман — RU | VANSMITHLAB","https://vansmithlab.com/images/pinterest/17d34c466314ed7e336d.jpg","vansmithlab.com","","Сетка, ритм и объективная коммуникация · VANSMITHLAB · оригинальная AI-иллюстрация, 2026","https://vansmithlab.com/ru/glossary/graphic-designers/josef-muller-brockmann-grid-rhythm-objective-communication/","","graphic-design, media-publishing, art, design, visual culture, VANSMITHLAB"
"Как логистика меняет форму предмета — RU | VANSMITHLAB","https://vansmithlab.com/images/pinterest/c0e7d5027dbb9f6791f0.jpg","vansmithlab.com","","Упаковка, штабелирование, вес и маршрут доставки проектируют предмет не слабее автора. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/ru/analysis/how-logistics-changes-the-form-of-an-object/","","industrial-design, materials, design, visual culture, VANSMITHLAB"
"Как одежда ведёт себя в кадре — RU | VANSMITHLAB","https://vansmithlab.com/images/pinterest/b757378e3b674d6b7d65.jpg","vansmithlab.com","","На вешалке одежда форма. В кадре она становится жестом, бликом, складкой и характером. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/ru/analysis/how-clothing-behaves-in-the-frame/","","image-grammar, fashion-systems, design, visual culture, VANSMITHLAB"
"Как промышленный материал становится символом роскоши — RU | VANSMITHLAB","https://vansmithlab.com/images/pinterest/deeef657aca8fe7ea296.jpg","vansmithlab.com","","Роскошь создаётся не редкостью сырья, а переносом дешёвой технологии в точный культурный контекст. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/ru/analysis/how-industrial-material-becomes-a-symbol-of-luxury/","","materials, fashion-systems, design, visual culture, VANSMITHLAB"
"Как религия повлияла на мир моды — RU | VANSMITHLAB","https://vansmithlab.com/images/pinterest/306f7b94741920d6b6f1.jpg","vansmithlab.com","","Скромность, ритуал, ремесло и символ: как религиозные системы сформировали язык одежды · VANSMITHLAB · оригинальная AI-иллюстрация, 2026","https://vansmithlab.com/ru/analysis/kak-religiya-povliyala-na-mir-mody/","","fashion, design, visual culture, VANSMITHLAB"
"Как стул объясняет двадцатый век — RU | VANSMITHLAB","https://vansmithlab.com/images/pinterest/0086d6f7408e3e4f0b7e.jpg","vansmithlab.com","","Стул как лаборатория тела, материала, идеологии и производства: один предмет, на котором проверялись все технологии века. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/ru/collections/stul-obyasnyaet-dvadtsatyy-vek/","","industrial-design, materials, design, visual culture, VANSMITHLAB"
"Как фон становится соавтором фотографии — RU | VANSMITHLAB","https://vansmithlab.com/images/pinterest/17758e2c667a560f398e.jpg","vansmithlab.com","","Фон не “сзади”. Он назначает эпоху, цену, температуру и правду кадра. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/ru/analysis/how-background-becomes-coauthor-of-photography/","","image-grammar, fashion-systems, design, visual culture, VANSMITHLAB"
"Как фотография превращает обычное место в сцену — RU | VANSMITHLAB","https://vansmithlab.com/images/pinterest/31be2c59a67eda0f353f.jpg","vansmithlab.com","","Комната становится кадром, когда фотограф видит свет, линии и паузу раньше мебели. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/ru/analysis/how-photography-turns-an-ordinary-place-into-a-scene/","","image-grammar, fashion-systems, design, visual culture, VANSMITHLAB"
"Как цвет меняет фотографию сильнее, чем сюжет — RU | VANSMITHLAB","https://vansmithlab.com/images/pinterest/4b0b7e3fa2a898182329.jpg","vansmithlab.com","","Один и тот же кадр может стать воспоминанием, витриной, больничным коридором или дорогим сном. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/ru/analysis/how-color-changes-photography-more-than-plot/","","image-grammar, fashion-systems, design, visual culture, VANSMITHLAB"
"Камилла Никерсон — RU | VANSMITHLAB","https://vansmithlab.com/images/pinterest/6e177ccb58eb7e682a5d.jpg","vansmithlab.com","","Стилист как редактор характера: от британских журналов до Vogue и мировых кампаний · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/ru/glossary/stylists/camilla-nickerson-styling-character-fashion-image/","","fashion, photography, media-publishing, design, visual culture, VANSMITHLAB"
"Карин Ройтфельд — RU | VANSMITHLAB","https://vansmithlab.com/images/pinterest/c528bd077e2c6779091e.jpg","vansmithlab.com","","Стилист, превративший подбор и сборку образа в самостоятельную авторскую позицию с узнаваемым почерком. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/ru/glossary/fashion-editors/carine-roitfeld-styling-as-authorship/","","fashion-systems, image-grammar, design, visual culture, VANSMITHLAB"
"Карл Лагерфельд — RU | VANSMITHLAB","https://vansmithlab.com/images/pinterest/e79db90617f938a13fa0.jpg","vansmithlab.com","","Автор визуальной империи: как рисунок, архив, фотография и параллельная работа для нескольких домов сформировали модель современного креативного директора · VANSMITHLAB · оригинальная AI-иллюстрация, 2026","https://vansmithlab.com/ru/glossary/designers/karl-lagerfeld/","","fashion, photography, design, visual culture, VANSMITHLAB"
"Каталоги — предмет до встречи с ним — RU | VANSMITHLAB","https://vansmithlab.com/images/pinterest/a7512d5c12eb87d24636.jpg","vansmithlab.com","","Каталог формирует ожидание от вещи раньше, чем вещь увидена, и потому проектирует восприятие наравне с предметом. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/ru/encyclopedia/catalogs-object-before-encounter/","","media-publishing, industrial-design, design, visual culture, VANSMITHLAB"
"Киёонори Кикутакэ — RU | VANSMITHLAB","https://vansmithlab.com/images/pinterest/17593cdcaca4d530137d.jpg","vansmithlab.com","","Морской город, изменяемая структура и архитектура послевоенной утопии · VANSMITHLAB · оригинальная AI-иллюстрация, 2026","https://vansmithlab.com/ru/glossary/architects/kiyonori-kikutake/","","architecture, architects, design, visual culture, VANSMITHLAB"
"Кинетическое искусство — RU | VANSMITHLAB","https://vansmithlab.com/images/pinterest/7c6f503153ec404ca506.jpg","vansmithlab.com","","Движение, механизм и пространство · VANSMITHLAB · AI-иллюстрация, 2026","https://vansmithlab.com/ru/encyclopedia/kinetic-art-movement-mechanism-space/","","art, architecture, product-design, interior-design, graphic-design, photography, fashion, media-publishing, design, visual culture, VANSMITHLAB"
"Кисё Курокава — RU | VANSMITHLAB","https://vansmithlab.com/images/pinterest/332043422417d09031c9.jpg","vansmithlab.com","","Метаболизм, капсула и архитектура симбиоза · VANSMITHLAB · оригинальная AI-иллюстрация, 2026","https://vansmithlab.com/ru/glossary/architects/kisho-kurokawa/","","architecture, architects, design, visual culture, VANSMITHLAB"
"Кит Харинг — RU | VANSMITHLAB","https://vansmithlab.com/images/pinterest/872e1445bb2e87020faa.jpg","vansmithlab.com","","Линия, публичное пространство и искусство социальной доступности · VANSMITHLAB · оригинальная AI-иллюстрация, 2026","https://vansmithlab.com/ru/glossary/artists/keith-haring/","","art, graphic-design, design, visual culture, VANSMITHLAB"
"Клип как фабрика мифа — RU | VANSMITHLAB","https://vansmithlab.com/images/pinterest/3b83a4e8e27a884b7d99.jpg","vansmithlab.com","","Как музыкальное видео превращает песню в лицо, тело, костюм, жест и культурную память · VANSMITHLAB · оригинальная AI-иллюстрация, 2026","https://vansmithlab.com/ru/analysis/music-video-myth-factory/","","media-publishing, fashion, graphic-design, design, visual culture, VANSMITHLAB"
"Клэр Уилкокс — RU | VANSMITHLAB","https://vansmithlab.com/images/pinterest/15492004d1a4dd362942.jpg","vansmithlab.com","","Мода в музее: от исторического костюма до выставки как массовой культурной платформы · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/ru/glossary/curators/claire-wilcox-fashion-curation-victoria-albert/","","fashion, art, media-publishing, design, visual culture, VANSMITHLAB"
"Кожа — RU | VANSMITHLAB","https://vansmithlab.com/images/pinterest/940f081f57acfa681388.jpg","vansmithlab.com","","Дубление, обработка и luxury-производство · VANSMITHLAB · AI-иллюстрация, 2026","https://vansmithlab.com/ru/encyclopedia/leather-tanning-luxury-production/","","fashion, design, visual culture, VANSMITHLAB"
"Композитинг — изображение из нескольких реальностей — RU | VANSMITHLAB","https://vansmithlab.com/images/pinterest/58bf6e95e804268862ab.jpg","vansmithlab.com","","Один правдоподобный кадр может быть сборкой из разных времён, мест, экспозиций и источников. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/ru/encyclopedia/compositing-image-from-multiple-realities/","","image-grammar, design, visual culture, VANSMITHLAB"
"Конструктивизм — RU | VANSMITHLAB","https://vansmithlab.com/images/pinterest/5d20dce8f2483d9658d0.jpg","vansmithlab.com","","Инженерия, агитация и новая визуальная дисциплина · VANSMITHLAB · AI-иллюстрация, 2026","https://vansmithlab.com/ru/encyclopedia/constructivism-engineering-agitation-visual-discipline/","","art, architecture, graphic-design, photography, fashion, design, visual culture, VANSMITHLAB"
"Контактная печать — RU | VANSMITHLAB","https://vansmithlab.com/images/pinterest/b71007d1ae367695ec95.jpg","vansmithlab.com","","Изображение в масштабе негатива · VANSMITHLAB · AI-иллюстрация, 2026","https://vansmithlab.com/ru/encyclopedia/contact-printing-image-at-negative-scale/","","photography, art, graphic-design, design, visual culture, VANSMITHLAB"
"Контактный лист — фотография как процесс выбора — RU | VANSMITHLAB","https://vansmithlab.com/images/pinterest/e3eca3956f79dddb7b0c.jpg","vansmithlab.com","","Серия становится историей в момент, когда кадры можно увидеть рядом и начать исключать. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/ru/encyclopedia/contact-sheet-photography-as-process-of-selection/","","image-grammar, design, visual culture, VANSMITHLAB"
"Концептуальный магазин — от продажи к кураторству — RU | VANSMITHLAB","https://vansmithlab.com/images/pinterest/9949319cc7b332bda57e.jpg","vansmithlab.com","","Розница, где ассортимент, пространство, события и редакционный выбор строят одну культурную позицию. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/ru/encyclopedia/concept-store-from-selling-to-curating/","","space-typologies, design, visual culture, VANSMITHLAB"
"Корсетная конструкция — RU | VANSMITHLAB","https://vansmithlab.com/images/pinterest/7c4a30839888928085f3.jpg","vansmithlab.com","","Инженерия тела в современной моде · VANSMITHLAB · AI-иллюстрация, 2026","https://vansmithlab.com/ru/encyclopedia/modern-corsetry/","","fashion, design, visual culture, VANSMITHLAB"
"Костюм — конструкция современного социального тела — RU | VANSMITHLAB","https://vansmithlab.com/images/pinterest/a25895211d0043829a1a.jpg","vansmithlab.com","","Пиджак и брюки как архитектура пропорций, поведения, пола, профессии и власти. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/ru/encyclopedia/suit-construction-of-modern-social-body/","","fashion-systems, design, visual culture, VANSMITHLAB"
"Кристиан Диор — RU | VANSMITHLAB","https://vansmithlab.com/images/pinterest/56b4b1d86abba9e96143.jpg","vansmithlab.com","","New Look и архитектура женственности: как десять лет работы одного кутюрье изменили послевоенную моду, экономику haute couture и саму модель глобального модного дома · VANSMITHLAB · оригинальная AI-иллюстрация, 2026","https://vansmithlab.com/ru/glossary/designers/christian-dior/","","fashion, design, visual culture, VANSMITHLAB"
"Кристобаль Баленсиага — RU | VANSMITHLAB","https://vansmithlab.com/images/pinterest/d7ab5d24075b8152fe93.jpg","vansmithlab.com","","Архитектор модного силуэта: как баскский портной превратил ткань, крой и пустоту вокруг тела в один из главных языков высокой моды XX века · VANSMITHLAB · оригинальная AI-иллюстрация, 2026","https://vansmithlab.com/ru/glossary/designers/cristobal-balenciaga/","","fashion, design, visual culture, VANSMITHLAB"
"Крой по косой — RU | VANSMITHLAB","https://vansmithlab.com/images/pinterest/0d7654b6519b364357df.jpg","vansmithlab.com","","Техника Мадлен Вионне · VANSMITHLAB · AI-иллюстрация","https://vansmithlab.com/ru/encyclopedia/bias-cut-madeleine-vionnet/","","fashion, design, visual culture, VANSMITHLAB"
"Крупноформатная фотография — RU | VANSMITHLAB","https://vansmithlab.com/images/pinterest/f495a550502118e2f851.jpg","vansmithlab.com","","Фотографические процессы: большой негатив, перспектива, движения камеры, дисциплина кадра и медленное изображение. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/ru/encyclopedia/large-format-photography-perspective-discipline-camera-movements/","","materials, architecture, interior-design, product-design, fashion, photography, design, visual culture, VANSMITHLAB"
"Кто автор изображения в эпоху генеративного ИИ — RU | VANSMITHLAB","https://vansmithlab.com/images/pinterest/08455f0d540cb8bd4cc3.jpg","vansmithlab.com","","Авторство сместилось от одиночного нажатия к распределённой системе: данные, модель, запрос, отбор, монтаж и публикация. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/ru/analysis/who-authors-the-image-in-the-age-of-generative-ai/","","image-grammar, media-publishing, design, visual culture, VANSMITHLAB"
"Кутюрная вышивка — RU | VANSMITHLAB","https://vansmithlab.com/images/pinterest/4d430f3e18254075f0c5.jpg","vansmithlab.com","","Люневильский крючок и французские ателье · VANSMITHLAB · AI-иллюстрация","https://vansmithlab.com/ru/encyclopedia/couture-embroidery-luneville/","","fashion, design, visual culture, VANSMITHLAB"
"Кэнго Кума — RU | VANSMITHLAB","https://vansmithlab.com/images/pinterest/d4019222d75709682b4d.jpg","vansmithlab.com","","Архитектура растворения, дерева, ремесла и локального материала · VANSMITHLAB · оригинальная AI-иллюстрация, 2026","https://vansmithlab.com/ru/glossary/architects/kengo-kuma/","","architecture, architects, materials-techniques, design, visual culture, VANSMITHLAB"
"Кэндзо Тангэ — RU | VANSMITHLAB","https://vansmithlab.com/images/pinterest/f0ac8d160745c56333de.jpg","vansmithlab.com","","Мемориал, мегаструктура и архитектура послевоенной Японии · VANSMITHLAB · оригинальная AI-иллюстрация, 2026","https://vansmithlab.com/ru/glossary/architects/kenzo-tange/","","architecture, architects, design, visual culture, VANSMITHLAB"
"Кэти Гранд — RU | VANSMITHLAB","https://vansmithlab.com/images/pinterest/41012578c29567b1c1fc.jpg","vansmithlab.com","","Независимое модное издание как способ работать быстрее и свободнее крупной редакционной сети. · VANSMITHLAB · original AI illustration, 2026","https://vansmithlab.com/ru/glossary/fashion-editors/katie-grand-independent-fashion-publishing/","","media-publishing, fashion-systems, design, visual culture, VANSMITHLAB"
